experiment,prompt_tokens,observed_answer_position,answer_text,generated_text,generated_answer_text,token_exact_match,normalized_text_exact_match,exact_match,sequence_logprob,mean_token_logprob,first_token_entropy,mean_relevant_attention,mean_sink_over_relevant,example_id,filler_type,correct_location,total_tokens,mean_layer_cosine,late_layer_cosine,predicted_location,candidate_margin,front_mean_token_logprob,middle_mean_token_logprob,back_mean_token_logprob,front_sequence_logprob,middle_sequence_logprob,back_sequence_logprob,candidate_exact_match
competition_sweep,4096,0.427734375,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-11.7890625,-0.982421875,3.32421875,,,example_0006,natural,middle,4096,,,middle,0.025390625,-1.0078125,-0.982421875,-1.01953125,-11.0859375,-11.7890625,-12.234375,True
competition_sweep,4096,0.42822265625,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-8.1328125,-0.7392578125,1.5771484375,,,example_0007,natural,middle,4096,,,middle,0.03564453125,-1.0673828125,-0.7392578125,-0.77490234375,-11.7421875,-8.1328125,-8.5234375,True
competition_sweep,4096,0.764892578125,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.03125,-0.912109375,1.5,0.03318898838763434,885280.3018474268,example_0000,natural,back,4096,,,back,0.4833984375,-1.3955078125,-1.494140625,-0.912109375,-13.953125,-17.921875,-10.03125,True
competition_sweep,4096,0.76416015625,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-8.515625,-0.7099609375,1.6103515625,0.028294529296807213,930733.0826688226,example_0001,natural,back,4096,,,back,0.400390625,-1.1630859375,-1.1103515625,-0.7099609375,-12.7890625,-11.1015625,-8.515625,True
competition_sweep,4096,0.764892578125,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.5078125,-0.6826171875,3.71875,0.0388606572408838,942671.7368525689,example_0002,natural,back,4096,,,back,0.34765625,-1.0302734375,-1.1884765625,-0.6826171875,-12.3671875,-11.8828125,-7.5078125,True
competition_sweep,4096,0.764404296875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.65625,-0.8876953125,2.6875,,,example_0003,natural,back,4096,,,back,0.2626953125,-1.1640625,-1.150390625,-0.8876953125,-12.8046875,-12.65625,-10.65625,True
competition_sweep,4096,0.764404296875,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-11.9375,-1.0849609375,1.3056640625,,,example_0004,natural,back,4096,,,back,0.0703125,-1.2626953125,-1.1552734375,-1.0849609375,-13.8828125,-12.703125,-11.9375,True
competition_sweep,4096,0.764404296875,SILVER-MEADOW-10022,SILVER-MEADOW-10022 Middle,SILVER-MEADOW-10022 Middle,False,False,False,-14.5546875,-1.212890625,3.576171875,,,example_0005,natural,back,4096,,,middle,0.02734375,-1.236328125,-1.185546875,-1.212890625,-12.3671875,-13.046875,-14.5546875,False
competition_sweep,4096,0.764404296875,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-11.59375,-0.9658203125,3.11328125,,,example_0006,natural,back,4096,,,back,0.0791015625,-1.044921875,-1.142578125,-0.9658203125,-11.4921875,-11.4296875,-11.59375,True
competition_sweep,4096,0.7646484375,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.46484375,-0.6787109375,1.595703125,,,example_0007,natural,back,4096,,,back,0.328125,-1.228515625,-1.0068359375,-0.6787109375,-13.515625,-12.078125,-7.46484375,True
competition_sweep,4096,0.091552734375,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.5625,-0.9599609375,0.619140625,0.026150696198972114,124201.17674451003,example_0000,boilerplate,front,4096,,,front,0.0712890625,-0.9599609375,-1.283203125,-1.03125,-10.5625,-15.3984375,-11.34375,True
competition_sweep,4096,0.091064453125,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.5546875,-0.79638671875,1.1142578125,0.03076078112968666,138555.3291266695,example_0001,boilerplate,front,4096,,,front,0.0595703125,-0.79638671875,-1.26953125,-0.85595703125,-9.5546875,-12.6953125,-10.2734375,True
competition_sweep,4096,0.091552734375,IVORY-LANTERN-10019,IVORY-LANTERN-10223,IVORY-LANTERN-10223,False,False,False,-8.1015625,-0.73681640625,1.6015625,0.04088970149995484,357363.20622000704,example_0002,boilerplate,front,4096,,,back,0.01708984375,-0.73681640625,-1.33984375,-0.7197265625,-8.1015625,-13.3984375,-7.9140625,False
competition_sweep,4096,0.09130859375,SCARLET-BREEZE-10020,SCARLET-BREEZE-10224,SCARLET-BREEZE-10224,False,False,False,-11.5859375,-0.96533203125,1.2041015625,,,example_0003,boilerplate,front,4096,,,back,0.0263671875,-0.96533203125,-1.2666015625,-0.93896484375,-11.5859375,-13.9375,-11.2734375,False
competition_sweep,4096,0.091064453125,SABLE-HARBOR-10021,SABLE-HARBOR-10225,SABLE-HARBOR-10225,False,False,False,-12.2265625,-1.111328125,1.255859375,,,example_0004,boilerplate,front,4096,,,middle,0.0,-1.111328125,-1.0947265625,-1.0947265625,-12.2265625,-12.0390625,-12.0390625,False
competition_sweep,4096,0.09130859375,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-11.65625,-0.97119140625,2.15625,,,example_0005,boilerplate,front,4096,,,middle,0.01806640625,-0.97119140625,-0.953125,-0.99462890625,-11.65625,-10.484375,-11.9375,False
competition_sweep,4096,0.09130859375,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10227,GOLDEN-LANTERN-10227,False,False,False,-12.5234375,-1.0439453125,1.8720703125,,,example_0006,boilerplate,front,4096,,,back,0.1630859375,-1.0439453125,-1.0419921875,-0.87890625,-12.5234375,-10.421875,-10.546875,False
competition_sweep,4096,0.091552734375,TEAL-BREEZE-10024,TEAL-BREEZE-10228,TEAL-BREEZE-10228,False,False,False,-9.046875,-0.822265625,1.5986328125,,,example_0007,boilerplate,front,4096,,,back,0.02392578125,-0.822265625,-0.9853515625,-0.79833984375,-9.046875,-11.828125,-8.78125,False
competition_sweep,4096,0.427978515625,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-11.125,-1.0107421875,1.318359375,0.020313606670521043,390120.2036906135,example_0000,boilerplate,middle,4096,,,middle,0.01953125,-1.3662109375,-1.0107421875,-1.0302734375,-13.65625,-11.125,-11.328125,True
competition_sweep,4096,0.427490234375,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-8.9609375,-0.74658203125,0.896484375,0.01936670617476449,377671.3251406282,example_0001,boilerplate,middle,4096,,,middle,0.01953125,-1.154296875,-0.74658203125,-0.76611328125,-12.6953125,-8.9609375,-9.1875,True
competition_sweep,4096,0.42822265625,IVORY-LANTERN-10019,IVORY-LANTERN-10223,IVORY-LANTERN-10223,False,False,False,-7.703125,-0.7001953125,1.8515625,0.02475654141890135,583691.8904683456,example_0002,boilerplate,middle,4096,,,back,0.06298828125,-0.85595703125,-0.7001953125,-0.63720703125,-10.265625,-7.703125,-7.01171875,False
competition_sweep,4096,0.427734375,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-11.6484375,-0.970703125,1.1923828125,,,example_0003,boilerplate,middle,4096,,,middle,0.00732421875,-1.01171875,-0.970703125,-0.97802734375,-11.1328125,-11.6484375,-11.734375,True
competition_sweep,4096,0.427734375,SABLE-HARBOR-10021,SABLE-HARBOR-10225,SABLE-HARBOR-10225,False,False,False,-12.1875,-1.107421875,1.3310546875,,,example_0004,boilerplate,middle,4096,,,front,0.12451171875,-0.96630859375,-1.107421875,-1.0908203125,-10.625,-12.1875,-12.0,False
competition_sweep,4096,0.427490234375,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-11.125,-0.92724609375,1.8427734375,,,example_0005,boilerplate,middle,4096,,,middle,0.0302734375,-1.318359375,-0.92724609375,-0.95751953125,-13.1875,-11.125,-11.4921875,True
competition_sweep,4096,0.427734375,GOLDEN-LANTERN-10023,JADE-CEDAR-10091,JADE-CEDAR-10091,False,False,False,-11.9765625,-0.998046875,1.880859375,,,example_0006,boilerplate,middle,4096,,,front,0.0390625,-0.94287109375,-0.998046875,-0.98193359375,-10.3671875,-11.9765625,-11.78125,False
competition_sweep,4096,0.42822265625,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-8.703125,-0.791015625,1.2626953125,,,example_0007,boilerplate,middle,4096,,,middle,0.05029296875,-1.0390625,-0.791015625,-0.84130859375,-11.4375,-8.703125,-9.2578125,True
competition_sweep,4096,0.764892578125,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.5703125,-0.9609375,0.72265625,0.04569198747546637,864223.8251108027,example_0000,boilerplate,back,4096,,,back,0.6240234375,-1.5849609375,-1.609375,-0.9609375,-15.8515625,-19.3125,-10.5703125,True
competition_sweep,4096,0.76416015625,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-8.84375,-0.73681640625,0.90185546875,0.03472641949194255,830195.1226945119,example_0001,boilerplate,back,4096,,,back,0.50537109375,-1.2421875,-1.3623046875,-0.73681640625,-13.65625,-13.625,-8.84375,True
competition_sweep,4096,0.764892578125,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-6.17578125,-0.5615234375,1.6962890625,0.04469419772668679,880015.0471808612,example_0002,boilerplate,back,4096,,,back,0.462890625,-1.0244140625,-1.4140625,-0.5615234375,-12.2890625,-14.140625,-6.17578125,True
competition_sweep,4096,0.764404296875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-11.140625,-0.92822265625,1.818359375,,,example_0003,boilerplate,back,4096,,,back,0.11279296875,-1.041015625,-1.271484375,-0.92822265625,-11.453125,-13.9921875,-11.140625,True
competition_sweep,4096,0.764404296875,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-12.265625,-1.115234375,0.8916015625,,,example_0004,boilerplate,back,4096,,,back,0.1298828125,-1.345703125,-1.2451171875,-1.115234375,-14.796875,-13.6953125,-12.265625,True
competition_sweep,4096,0.764404296875,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-11.46875,-0.9560546875,2.1015625,,,example_0005,boilerplate,back,4096,,,back,0.16796875,-1.458984375,-1.1240234375,-0.9560546875,-14.59375,-12.359375,-11.46875,True
competition_sweep,4096,0.764404296875,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-10.8828125,-0.90673828125,2.001953125,,,example_0006,boilerplate,back,4096,,,back,0.06640625,-0.97314453125,-1.20703125,-0.90673828125,-10.703125,-12.0703125,-10.8828125,True
competition_sweep,4096,0.7646484375,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.5859375,-0.689453125,1.0595703125,,,example_0007,boilerplate,back,4096,,,back,0.384765625,-1.2099609375,-1.07421875,-0.689453125,-13.3125,-12.890625,-7.5859375,True
competition_sweep,4096,0.091552734375,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-9.4453125,-0.8583984375,0.4091796875,0.030931665523639768,550357.064031029,example_0000,code,front,4096,,,front,0.123046875,-0.8583984375,-1.33984375,-0.9814453125,-9.4453125,-16.078125,-10.796875,True
competition_sweep,4096,0.091064453125,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.5625,-0.796875,1.3095703125,0.026740593715494823,759419.6193600734,example_0001,code,front,4096,,,front,0.10791015625,-0.796875,-1.0732421875,-0.90478515625,-9.5625,-10.734375,-10.859375,True
competition_sweep,4096,0.091552734375,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-8.2578125,-0.7509765625,3.00390625,0.03619908456329744,659580.1730246639,example_0002,code,front,4096,,,front,0.109375,-0.7509765625,-1.1396484375,-0.8603515625,-8.2578125,-11.3984375,-9.4609375,True
competition_sweep,4096,0.09130859375,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-11.078125,-0.92333984375,1.744140625,,,example_0003,code,front,4096,,,front,0.01318359375,-0.92333984375,-1.080078125,-0.9365234375,-11.078125,-11.8828125,-11.234375,True
competition_sweep,4096,0.091064453125,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-11.234375,-1.021484375,1.533203125,,,example_0004,code,front,4096,,,front,0.029296875,-1.021484375,-1.05078125,-1.091796875,-11.234375,-11.5546875,-12.015625,True
competition_sweep,4096,0.09130859375,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-11.1875,-0.93212890625,1.654296875,,,example_0005,code,front,4096,,,front,0.07763671875,-0.93212890625,-1.0126953125,-1.009765625,-11.1875,-11.1328125,-12.125,True
competition_sweep,4096,0.09130859375,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10227,GOLDEN-LANTERN-10227,False,False,False,-10.5859375,-0.88232421875,2.65234375,,,example_0006,code,front,4096,,,back,0.00146484375,-0.88232421875,-0.94482421875,-0.880859375,-10.5859375,-9.453125,-10.5703125,False
competition_sweep,4096,0.091552734375,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-9.1328125,-0.830078125,2.3984375,,,example_0007,code,front,4096,,,front,0.01123046875,-0.830078125,-1.0078125,-0.84130859375,-9.1328125,-12.0859375,-9.2578125,True
competition_sweep,4096,0.427978515625,AMBER-HARBOR-10017,"SABLE-COMET-10085

The",SABLE-COMET-10085,False,False,False,-9.734375,-0.884765625,1.7333984375,0.019480978972989664,376082.86563942675,example_0000,code,middle,4096,,,middle,0.06884765625,-1.0947265625,-0.884765625,-0.95361328125,-10.953125,-9.734375,-10.4921875,True
competition_sweep,4096,0.427490234375,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-8.640625,-0.72021484375,1.8662109375,0.015203990601189984,379214.8840069392,example_0001,code,middle,4096,,,middle,0.041015625,-0.88525390625,-0.72021484375,-0.76123046875,-9.734375,-8.640625,-9.140625,True
competition_sweep,4096,0.42822265625,IVORY-LANTERN-10019,GOLDEN-CEDAR-10087,GOLDEN-CEDAR-10087,False,False,False,-9.75,-0.88623046875,2.96875,0.016142185418949413,912183.3059898909,example_0002,code,middle,4096,,,front,0.1171875,-0.7568359375,-0.88623046875,-0.8740234375,-9.0859375,-9.75,-9.6171875,False
competition_sweep,4096,0.427734375,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-11.390625,-0.94970703125,2.255859375,,,example_0003,code,middle,4096,,,front,0.0322265625,-0.9013671875,-0.94970703125,-0.93359375,-9.9140625,-11.390625,-11.203125,False
competition_sweep,4096,0.427734375,SABLE-HARBOR-10021,CRIMSON-COMET-10089,CRIMSON-COMET-10089,False,False,False,-11.734375,-1.06640625,1.1416015625,,,example_0004,code,middle,4096,,,front,0.1513671875,-0.9150390625,-1.06640625,-1.095703125,-10.0625,-11.734375,-12.0546875,False
competition_sweep,4096,0.427490234375,SILVER-MEADOW-10022,SILEVER-MEADOW-10022,SILEVER-MEADOW-10022,False,False,False,-10.9609375,-0.91357421875,2.498046875,,,example_0005,code,middle,4096,,,middle,0.09716796875,-1.029296875,-0.91357421875,-1.0107421875,-10.296875,-10.9609375,-12.125,True
competition_sweep,4096,0.427734375,GOLDEN-LANTERN-10023,JADE-CEDAR-10091,JADE-CEDAR-10091,False,False,False,-11.3125,-0.9423828125,2.349609375,,,example_0006,code,middle,4096,,,front,0.01513671875,-0.91650390625,-0.9423828125,-0.931640625,-10.0859375,-11.3125,-11.1796875,False
competition_sweep,4096,0.42822265625,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-8.828125,-0.802734375,1.724609375,,,example_0007,code,middle,4096,,,middle,0.01171875,-0.9169921875,-0.802734375,-0.814453125,-10.0859375,-8.828125,-8.9609375,True
competition_sweep,4096,0.764892578125,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-9.7890625,-0.89013671875,1.1787109375,0.042156159395529004,1122477.8166749375,example_0000,code,back,4096,,,back,0.40966796875,-1.353515625,-1.2998046875,-0.89013671875,-13.53125,-15.6015625,-9.7890625,True
competition_sweep,4096,0.76416015625,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.0625,-0.75537109375,2.0703125,0.02264825897282668,763384.6685110035,example_0001,code,back,4096,,,back,0.22119140625,-1.021484375,-0.9765625,-0.75537109375,-11.2421875,-9.765625,-9.0625,True
competition_sweep,4096,0.764892578125,IVORY-LANTERN-10019,GOLDEN-CEDAR-10087,GOLDEN-CEDAR-10087,False,False,False,-9.6796875,-0.8798828125,2.974609375,0.027114311112049067,1396654.7637676492,example_0002,code,back,4096,,,front,0.04150390625,-0.83837890625,-0.95849609375,-0.8798828125,-10.0625,-9.5859375,-9.6796875,False
competition_sweep,4096,0.764404296875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.8828125,-0.9072265625,2.830078125,,,example_0003,code,back,4096,,,back,0.130859375,-1.0380859375,-1.0419921875,-0.9072265625,-11.4140625,-11.4609375,-10.8828125,True
competition_sweep,4096,0.764404296875,SABLE-HARBOR-10021,AMBER-SUMMIT-10157,AMBER-SUMMIT-10157,False,False,False,-11.890625,-1.0810546875,1.7919921875,,,example_0004,code,back,4096,,,middle,0.1484375,-1.0859375,-0.9326171875,-1.0810546875,-11.9453125,-10.2578125,-11.890625,False
competition_sweep,4096,0.764404296875,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-11.5859375,-0.96533203125,1.8134765625,,,example_0005,code,back,4096,,,back,0.04248046875,-1.3369140625,-1.0078125,-0.96533203125,-13.3671875,-11.0859375,-11.5859375,True
competition_sweep,4096,0.764404296875,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-10.40625,-0.8671875,3.1640625,,,example_0006,code,back,4096,,,back,0.05126953125,-0.91845703125,-0.99755859375,-0.8671875,-10.1015625,-9.9765625,-10.40625,True
competition_sweep,4096,0.7646484375,TEAL-BREEZE-10024,SCARLET-FALCON-10160,SCARLET-FALCON-10160,False,False,False,-8.65625,-0.78662109375,2.724609375,,,example_0007,code,back,4096,,,back,0.10302734375,-0.8896484375,-0.90087890625,-0.78662109375,-9.7890625,-10.8125,-8.65625,True
competition_sweep,4096,0.091552734375,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-11.34375,-1.03125,1.61328125,0.024298213823391895,120533.23717970641,example_0000,table,front,4096,,,front,0.009765625,-1.03125,-1.041015625,-1.0537109375,-11.34375,-12.4921875,-11.59375,True
competition_sweep,4096,0.091064453125,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-10.296875,-0.8583984375,1.4521484375,0.03324254564335771,90241.74313569519,example_0001,table,front,4096,,,front,0.05419921875,-0.8583984375,-1.015625,-0.91259765625,-10.296875,-10.15625,-10.953125,True
competition_sweep,4096,0.091552734375,IVORY-LANTERN-10019,IVORY-LANTERN-10223,IVORY-LANTERN-10223,False,False,False,-10.9375,-0.994140625,1.787109375,0.02930633601057761,102836.75310352762,example_0002,table,front,4096,,,back,0.134765625,-0.994140625,-1.2421875,-0.859375,-10.9375,-12.421875,-9.453125,False
competition_sweep,4096,0.09130859375,SCARLET-BREEZE-10020,SCARLET-BREEZE-10224,SCARLET-BREEZE-10224,False,False,False,-12.953125,-1.0791015625,1.5302734375,,,example_0003,table,front,4096,,,back,0.16455078125,-1.0791015625,-1.0732421875,-0.90869140625,-12.953125,-11.8046875,-10.90625,False
competition_sweep,4096,0.091064453125,SABLE-HARBOR-10021,SABLE-HARBOR-10225,SABLE-HARBOR-10225,False,False,False,-12.515625,-1.1376953125,1.9248046875,,,example_0004,table,front,4096,,,middle,0.0009765625,-1.1376953125,-1.033203125,-1.0341796875,-12.515625,-11.3671875,-11.375,False
competition_sweep,4096,0.09130859375,SILVER-MEADOW-10022,COBALT-RIVER-10158,COBALT-RIVER-10158,False,False,False,-11.796875,-0.98291015625,2.609375,,,example_0005,table,front,4096,,,middle,0.07958984375,-0.98291015625,-0.86181640625,-0.94140625,-11.796875,-9.4765625,-11.296875,False
competition_sweep,4096,0.09130859375,GOLDEN-LANTERN-10023,"IVORY-SIGNAL-10159
Explanation",IVORY-SIGNAL-10159,False,False,False,-14.140625,-1.1787109375,2.630859375,,,example_0006,table,front,4096,,,middle,0.10595703125,-1.1787109375,-0.85546875,-0.96142578125,-14.140625,-8.5546875,-11.5390625,False
competition_sweep,4096,0.091552734375,TEAL-BREEZE-10024,SCARLET-FALCON-10160,SCARLET-FALCON-10160,False,False,False,-11.1484375,-1.013671875,2.25,,,example_0007,table,front,4096,,,back,0.1259765625,-1.013671875,-0.94482421875,-0.81884765625,-11.1484375,-11.3359375,-9.0078125,False
competition_sweep,4096,0.427978515625,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-11.0859375,-1.0078125,1.470703125,0.03552360309690408,394605.8680146882,example_0000,table,middle,4096,,,middle,0.0537109375,-1.4453125,-1.0078125,-1.0615234375,-14.453125,-11.0859375,-11.6796875,True
competition_sweep,4096,0.427490234375,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.703125,-0.80810546875,1.162109375,0.028402709760837697,362338.3906727873,example_0001,table,middle,4096,,,middle,0.09228515625,-1.1044921875,-0.80810546875,-0.900390625,-12.1484375,-9.703125,-10.8046875,True
