experiment,prompt_tokens,observed_answer_position,answer_text,generated_text,generated_answer_text,token_exact_match,normalized_text_exact_match,exact_match,sequence_logprob,mean_token_logprob,first_token_entropy,mean_relevant_attention,mean_sink_over_relevant,example_id,filler_type,position_ratio,total_tokens,mean_layer_cosine,late_layer_cosine
bloat_sweep,2048,0.5,SILVER-MEADOW-10022,"The security answer provided in the text is ""SILVER","The security answer provided in the text is ""SILVER",False,False,False,-15.7109375,-1.30859375,1.0791015625,,,example_0005,natural,0.5,2048,0.9876506924629211,0.9856188297271729
bloat_sweep,2048,0.5,GOLDEN-LANTERN-10023,"The security answer provided in the text is ""GOLDEN","The security answer provided in the text is ""GOLDEN",False,False,False,-15.046875,-1.25390625,1.1171875,,,example_0006,natural,0.5,2048,0.9913015365600586,0.9905037879943848
bloat_sweep,2048,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-8.0546875,-0.732421875,1.306640625,,,example_0007,natural,0.5,2048,0.987585723400116,0.9857161641120911
bloat_sweep,4096,0.5,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.0625,-0.91455078125,0.7802734375,0.052944826265652944,946505.1260707581,example_0000,natural,0.5,4096,0.9614220261573792,0.9327437877655029
bloat_sweep,4096,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.7265625,-0.81103515625,1.7412109375,0.05002210299702434,979127.2291617359,example_0001,natural,0.5,4096,0.968646228313446,0.9583756327629089
bloat_sweep,4096,0.5,IVORY-LANTERN-10019,"The security answer provided in the given text is ""IVORY","The security answer provided in the given text is ""IVORY",False,False,False,-8.28125,-0.7529296875,1.595703125,0.054322171080457816,931193.2609849803,example_0002,natural,0.5,4096,0.9799458384513855,0.9812345504760742
bloat_sweep,4096,0.5,SCARLET-BREEZE-10020,"The security answer provided in the given text is ""SCAR","The security answer provided in the given text is ""SCAR",False,False,False,-10.25,-0.85400390625,1.6181640625,,,example_0003,natural,0.5,4096,0.9719426035881042,0.9594970345497131
bloat_sweep,4096,0.5,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-13.921875,-1.265625,0.9697265625,,,example_0004,natural,0.5,4096,0.9803955554962158,0.9811570048332214
bloat_sweep,4096,0.5,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-14.7890625,-1.232421875,1.65234375,,,example_0005,natural,0.5,4096,0.9671352505683899,0.9498586654663086
bloat_sweep,4096,0.5,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-13.2578125,-1.1044921875,1.806640625,,,example_0006,natural,0.5,4096,0.970051109790802,0.9489123821258545
bloat_sweep,4096,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.3828125,-0.6708984375,0.85888671875,,,example_0007,natural,0.5,4096,0.9700314402580261,0.9519970417022705
bloat_sweep,8192,0.5,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.609375,-0.96435546875,0.47265625,,,example_0000,natural,0.5,8192,0.9480716586112976,0.892120897769928
bloat_sweep,8192,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-10.5546875,-0.87939453125,1.275390625,,,example_0001,natural,0.5,8192,0.9591466784477234,0.9266223907470703
bloat_sweep,8192,0.5,IVORY-LANTERN-10019,"The security answer provided in the given text is ""IVORY","The security answer provided in the given text is ""IVORY",False,False,False,-8.6015625,-0.78173828125,2.2265625,,,example_0002,natural,0.5,8192,0.9709234237670898,0.9673376083374023
bloat_sweep,8192,0.5,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.421875,-0.86865234375,1.12109375,,,example_0003,natural,0.5,8192,0.9529616832733154,0.9053152203559875
bloat_sweep,8192,0.5,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-14.2265625,-1.29296875,1.078125,,,example_0004,natural,0.5,8192,0.966808021068573,0.9506157040596008
bloat_sweep,8192,0.5,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-15.2265625,-1.26953125,2.1015625,,,example_0005,natural,0.5,8192,0.9661045074462891,0.9482273459434509
bloat_sweep,8192,0.5,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-12.1875,-1.015625,1.56640625,,,example_0006,natural,0.5,8192,0.9593231678009033,0.9252288937568665
bloat_sweep,8192,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.890625,-0.71728515625,1.3447265625,,,example_0007,natural,0.5,8192,0.9688116908073425,0.9602473378181458
bloat_sweep,1024,0.5,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.7734375,-0.97900390625,0.90966796875,0.054261804390960684,124372.69287668075,example_0000,boilerplate,0.5,1024,,
bloat_sweep,1024,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.796875,-0.81591796875,0.96826171875,0.05675702914609159,145526.53501177247,example_0001,boilerplate,0.5,1024,,
bloat_sweep,1024,0.5,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.06640625,-0.642578125,1.685546875,0.06235865254415244,144651.55167416346,example_0002,boilerplate,0.5,1024,,
bloat_sweep,1024,0.5,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.96875,-0.9140625,1.4462890625,,,example_0003,boilerplate,0.5,1024,,
bloat_sweep,1024,0.5,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-14.734375,-1.33984375,0.1766357421875,,,example_0004,boilerplate,0.5,1024,,
bloat_sweep,1024,0.5,SILVER-MEADOW-10022,"Silver-Meadow-10022
Explanation",Silver-Meadow-10022,False,True,True,-15.8828125,-1.3232421875,1.7216796875,,,example_0005,boilerplate,0.5,1024,,
bloat_sweep,1024,0.5,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-13.828125,-1.15234375,1.01953125,,,example_0006,boilerplate,0.5,1024,,
bloat_sweep,1024,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.4609375,-0.67822265625,1.130859375,,,example_0007,boilerplate,0.5,1024,,
bloat_sweep,2048,0.5,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.5078125,-0.95556640625,0.681640625,0.05242618748898331,157751.6630782776,example_0000,boilerplate,0.5,2048,0.9870105385780334,0.9883806109428406
bloat_sweep,2048,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.4765625,-0.7900390625,1.064453125,0.058581304626174155,190749.46835514775,example_0001,boilerplate,0.5,2048,0.9843060374259949,0.9764330387115479
bloat_sweep,2048,0.5,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.27734375,-0.66162109375,1.599609375,0.055439588286845275,203696.741123825,example_0002,boilerplate,0.5,2048,0.9908761382102966,0.9909472465515137
bloat_sweep,2048,0.5,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.59375,-0.8828125,1.8623046875,,,example_0003,boilerplate,0.5,2048,0.9907329678535461,0.9907618165016174
bloat_sweep,2048,0.5,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-14.5546875,-1.3232421875,0.2423095703125,,,example_0004,boilerplate,0.5,2048,0.9901725649833679,0.9898160099983215
bloat_sweep,2048,0.5,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-17.046875,-1.419921875,1.4423828125,,,example_0005,boilerplate,0.5,2048,0.9878788590431213,0.9872429966926575
bloat_sweep,2048,0.5,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-13.078125,-1.08984375,0.81298828125,,,example_0006,boilerplate,0.5,2048,0.9843592047691345,0.9812240600585938
bloat_sweep,2048,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.24609375,-0.65869140625,1.142578125,,,example_0007,boilerplate,0.5,2048,0.9911128878593445,0.9925854206085205
bloat_sweep,4096,0.5,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.1484375,-0.92236328125,1.0810546875,0.046255860179329665,956230.6597165458,example_0000,boilerplate,0.5,4096,0.9695132374763489,0.963340699672699
bloat_sweep,4096,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.375,-0.78125,1.6123046875,0.03988272984972726,1116248.376046679,example_0001,boilerplate,0.5,4096,0.9705352187156677,0.959864616394043
bloat_sweep,4096,0.5,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-6.58984375,-0.59912109375,1.8642578125,0.05382713171879299,828376.3474761494,example_0002,boilerplate,0.5,4096,0.9739141464233398,0.9691064953804016
bloat_sweep,4096,0.5,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.28125,-0.8564453125,1.9541015625,,,example_0003,boilerplate,0.5,4096,0.9767184257507324,0.9775359034538269
bloat_sweep,4096,0.5,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-14.6484375,-1.33203125,0.445556640625,,,example_0004,boilerplate,0.5,4096,0.9747174382209778,0.9689330458641052
bloat_sweep,4096,0.5,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-14.8203125,-1.234375,1.8857421875,,,example_0005,boilerplate,0.5,4096,0.9739615321159363,0.976252555847168
bloat_sweep,4096,0.5,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-12.6484375,-1.0537109375,1.064453125,,,example_0006,boilerplate,0.5,4096,0.981009304523468,0.9801884293556213
bloat_sweep,4096,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.7421875,-0.7041015625,1.0546875,,,example_0007,boilerplate,0.5,4096,0.9802973866462708,0.9816116690635681
bloat_sweep,8192,0.5,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.7109375,-0.9736328125,0.6416015625,,,example_0000,boilerplate,0.5,8192,0.9754807949066162,0.9760186076164246
bloat_sweep,8192,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.8359375,-0.81982421875,1.5244140625,,,example_0001,boilerplate,0.5,8192,0.9641368985176086,0.9525706171989441
bloat_sweep,8192,0.5,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.28515625,-0.662109375,1.9580078125,,,example_0002,boilerplate,0.5,8192,0.9658406376838684,0.9585034251213074
bloat_sweep,8192,0.5,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.6796875,-0.89013671875,2.4765625,,,example_0003,boilerplate,0.5,8192,0.9689710736274719,0.9675746560096741
bloat_sweep,8192,0.5,SABLE-HARBOR-10021,SILENT-HARBOR-10021,SILENT-HARBOR-10021,False,False,False,-13.59375,-1.2353515625,0.58544921875,,,example_0004,boilerplate,0.5,8192,0.9745338559150696,0.9658823013305664
bloat_sweep,8192,0.5,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-15.015625,-1.2509765625,2.087890625,,,example_0005,boilerplate,0.5,8192,0.9670509696006775,0.9593868851661682
bloat_sweep,8192,0.5,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-12.390625,-1.033203125,2.212890625,,,example_0006,boilerplate,0.5,8192,0.9617648720741272,0.9424974322319031
bloat_sweep,8192,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-8.1796875,-0.74365234375,1.02734375,,,example_0007,boilerplate,0.5,8192,0.9713623523712158,0.9702768921852112
bloat_sweep,1024,0.5,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-9.4140625,-0.85595703125,1.03125,0.05790535572314476,391605.4180534962,example_0000,code,0.5,1024,,
bloat_sweep,1024,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-8.875,-0.73974609375,1.173828125,0.04144298158521737,370982.1640783677,example_0001,code,0.5,1024,,
bloat_sweep,1024,0.5,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.01953125,-0.63818359375,1.69140625,0.059661357226784784,383058.22652208724,example_0002,code,0.5,1024,,
bloat_sweep,1024,0.5,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.40625,-0.8671875,1.7939453125,,,example_0003,code,0.5,1024,,
bloat_sweep,1024,0.5,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-13.9453125,-1.267578125,1.12109375,,,example_0004,code,0.5,1024,,
bloat_sweep,1024,0.5,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-13.1171875,-1.0927734375,1.810546875,,,example_0005,code,0.5,1024,,
bloat_sweep,1024,0.5,GOLDEN-LANTERN-10023,"Golden-Lantern-10023
Question",Golden-Lantern-10023,False,True,True,-12.5,-1.041015625,2.443359375,,,example_0006,code,0.5,1024,,
bloat_sweep,1024,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.83984375,-0.71240234375,1.55078125,,,example_0007,code,0.5,1024,,
bloat_sweep,2048,0.5,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-8.9375,-0.81201171875,1.724609375,0.0372121993285236,428692.7048532348,example_0000,code,0.5,2048,0.9678339958190918,0.9449588656425476
bloat_sweep,2048,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-8.9296875,-0.74462890625,1.4541015625,0.03090428639983017,719317.3721052785,example_0001,code,0.5,2048,0.9674345850944519,0.9617416262626648
bloat_sweep,2048,0.5,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.51953125,-0.68359375,1.3134765625,0.05115196985439653,418353.889309144,example_0002,code,0.5,2048,0.9825971722602844,0.9836397767066956
bloat_sweep,2048,0.5,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.1328125,-0.8447265625,1.66015625,,,example_0003,code,0.5,2048,0.9828465580940247,0.9788174629211426
bloat_sweep,2048,0.5,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-13.265625,-1.2060546875,0.7490234375,,,example_0004,code,0.5,2048,0.9598204493522644,0.9475796222686768
bloat_sweep,2048,0.5,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-16.25,-1.3544921875,0.475830078125,,,example_0005,code,0.5,2048,0.9785396456718445,0.969704806804657
bloat_sweep,2048,0.5,GOLDEN-LANTERN-10023,The security answer provided by the function `reconcile_records,The security answer provided by the function `reconcile_records,False,False,False,-11.3984375,-0.9501953125,2.955078125,,,example_0006,code,0.5,2048,0.9671180844306946,0.9572299122810364
bloat_sweep,2048,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.41015625,-0.673828125,0.90966796875,,,example_0007,code,0.5,2048,0.9685883522033691,0.9688873887062073
bloat_sweep,4096,0.5,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-8.1640625,-0.7421875,2.55859375,0.0248538435817,1563467.6975328836,example_0000,code,0.5,4096,0.9595816731452942,0.9115548729896545
bloat_sweep,4096,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-7.9296875,-0.66064453125,2.287109375,0.024364477743811324,1002777.4536040324,example_0001,code,0.5,4096,0.937157928943634,0.9233807921409607
bloat_sweep,4096,0.5,IVORY-LANTERN-10019,"The security answer is ""IVORY-LANTERN-1","The security answer is ""IVORY-LANTERN-1",False,False,False,-7.671875,-0.697265625,2.404296875,0.03564469000200442,911887.3950198977,example_0002,code,0.5,4096,0.9687245488166809,0.9438834190368652
bloat_sweep,4096,0.5,SCARLET-BREEZE-10020,The security answer is SCARLET-BREEZE-1,The security answer is SCARLET-BREEZE-1,False,False,False,-9.3984375,-0.78271484375,2.4609375,,,example_0003,code,0.5,4096,0.9451858997344971,0.9161839485168457
bloat_sweep,4096,0.5,SABLE-HARBOR-10021,SILENT. The provided text does not contain any specific,SILENT. The provided text does not contain any specific,False,False,False,-13.2109375,-1.201171875,1.5615234375,,,example_0004,code,0.5,4096,0.9421312808990479,0.9402908682823181
bloat_sweep,4096,0.5,SILVER-MEADOW-10022,"The security answer is ""SILVER-MEADOW-","The security answer is ""SILVER-MEADOW-",False,False,False,-12.7578125,-1.0625,2.6875,,,example_0005,code,0.5,4096,0.963150680065155,0.9546108841896057
bloat_sweep,4096,0.5,GOLDEN-LANTERN-10023,"The security answer is ""GOLDEN-LANTERN-","The security answer is ""GOLDEN-LANTERN-",False,False,False,-11.2265625,-0.93505859375,2.53125,,,example_0006,code,0.5,4096,0.9688599705696106,0.9579422473907471
bloat_sweep,4096,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.41015625,-0.673828125,1.76953125,,,example_0007,code,0.5,4096,0.9659361243247986,0.9609810709953308
bloat_sweep,8192,0.5,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-9.9609375,-0.9052734375,1.123046875,,,example_0000,code,0.5,8192,0.9706907272338867,0.9572067260742188
bloat_sweep,8192,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.5703125,-0.79736328125,1.484375,,,example_0001,code,0.5,8192,0.9688709378242493,0.9575278162956238
bloat_sweep,8192,0.5,IVORY-LANTERN-10019,"The security answer provided in the given text is ""IVORY","The security answer provided in the given text is ""IVORY",False,False,False,-8.4375,-0.76708984375,1.8310546875,,,example_0002,code,0.5,8192,0.9689404368400574,0.9494481086730957
bloat_sweep,8192,0.5,SCARLET-BREEZE-10020,The security answer is SCARLET-BREEZE-1,The security answer is SCARLET-BREEZE-1,False,False,False,-9.8359375,-0.81982421875,1.880859375,,,example_0003,code,0.5,8192,0.9472616314888,0.9388158917427063
bloat_sweep,8192,0.5,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-14.2734375,-1.2978515625,1.4345703125,,,example_0004,code,0.5,8192,0.9495764374732971,0.9472157955169678
bloat_sweep,8192,0.5,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-16.171875,-1.3486328125,1.5615234375,,,example_0005,code,0.5,8192,0.9728023409843445,0.9615561366081238
bloat_sweep,8192,0.5,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-11.2890625,-0.94091796875,2.58984375,,,example_0006,code,0.5,8192,0.949548065662384,0.9323210716247559
bloat_sweep,8192,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-8.4296875,-0.7666015625,1.69140625,,,example_0007,code,0.5,8192,0.9652175903320312,0.964694082736969
bloat_sweep,1024,0.5,AMBER-HARBOR-10017,"Amber-Harbor-10017

The",Amber-Harbor-10017,False,True,True,-10.828125,-0.98388671875,0.80615234375,0.0602575665946725,127908.98866444112,example_0000,table,0.5,1024,,
bloat_sweep,1024,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-10.0625,-0.8388671875,0.62548828125,0.07260054138751146,131530.8696753736,example_0001,table,0.5,1024,,
bloat_sweep,1024,0.5,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.4765625,-0.6796875,1.2607421875,0.07242774011711135,126892.51853568233,example_0002,table,0.5,1024,,
bloat_sweep,1024,0.5,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.296875,-0.8583984375,1.13671875,,,example_0003,table,0.5,1024,,
bloat_sweep,1024,0.5,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-15.1015625,-1.373046875,0.163330078125,,,example_0004,table,0.5,1024,,
bloat_sweep,1024,0.5,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-16.46875,-1.373046875,1.009765625,,,example_0005,table,0.5,1024,,
bloat_sweep,1024,0.5,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-13.40625,-1.1171875,0.81298828125,,,example_0006,table,0.5,1024,,
bloat_sweep,1024,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.16015625,-0.65087890625,1.2490234375,,,example_0007,table,0.5,1024,,
bloat_sweep,2048,0.5,AMBER-HARBOR-10017,"Amber-Harbor-10017

The",Amber-Harbor-10017,False,True,True,-10.640625,-0.96728515625,0.96630859375,0.05095127630863978,149075.89953233054,example_0000,table,0.5,2048,0.9892281889915466,0.98697829246521
bloat_sweep,2048,0.5,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-10.0,-0.8330078125,0.80419921875,0.05397418530687076,145243.6161980476,example_0001,table,0.5,2048,0.9906514286994934,0.9847021102905273
bloat_sweep,2048,0.5,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.37890625,-0.6708984375,1.376953125,0.06775142564295725,404529.67723784206,example_0002,table,0.5,2048,0.9937734603881836,0.9920215606689453
bloat_sweep,2048,0.5,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.3515625,-0.86279296875,1.03125,,,example_0003,table,0.5,2048,0.9878401756286621,0.9857304692268372
bloat_sweep,2048,0.5,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-14.7890625,-1.3447265625,0.239990234375,,,example_0004,table,0.5,2048,0.9935896992683411,0.9915850162506104
bloat_sweep,2048,0.5,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-16.421875,-1.3681640625,0.93896484375,,,example_0005,table,0.5,2048,0.9945467114448547,0.993766725063324
bloat_sweep,2048,0.5,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-13.6875,-1.140625,1.2021484375,,,example_0006,table,0.5,2048,0.9944000244140625,0.9945032000541687
bloat_sweep,2048,0.5,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.30859375,-0.66455078125,0.861328125,,,example_0007,table,0.5,2048,0.991297721862793,0.990811288356781
