experiment,prompt_tokens,observed_answer_position,answer_text,generated_text,generated_answer_text,token_exact_match,normalized_text_exact_match,exact_match,sequence_logprob,mean_token_logprob,first_token_entropy,mean_relevant_attention,mean_sink_over_relevant,example_id,filler_type,sink_prefix_tokens,total_tokens,mean_layer_cosine,late_layer_cosine
sink_stress,4096,0.699951171875,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.6484375,-0.6953125,2.34375,0.043036929406683085,1875468.2439673177,example_0002,code,0,4096,,
sink_stress,4096,0.699951171875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.34375,-0.8623046875,2.02734375,,,example_0003,code,0,4096,,
sink_stress,4096,0.699951171875,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-14.0078125,-1.2734375,0.81689453125,,,example_0004,code,0,4096,,
sink_stress,4096,0.699951171875,SILVER-MEADOW-10022,"The security answer is ""SILVER-MEADOW-","The security answer is ""SILVER-MEADOW-",False,False,False,-14.2109375,-1.1845703125,1.8671875,,,example_0005,code,0,4096,,
sink_stress,4096,0.699951171875,GOLDEN-LANTERN-10023,"The security answer provided by the script is ""GOLDEN","The security answer provided by the script is ""GOLDEN",False,False,False,-12.7265625,-1.060546875,2.689453125,,,example_0006,code,0,4096,,
sink_stress,4096,0.699951171875,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.86328125,-0.71484375,1.6669921875,,,example_0007,code,0,4096,,
sink_stress,4096,0.699951171875,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-8.71875,-0.79248046875,1.359375,0.051746046973191004,2097272.2211253177,example_0000,code,64,4096,0.9576179385185242,0.9498308300971985
sink_stress,4096,0.699951171875,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.3203125,-0.77685546875,1.0859375,0.04765317450381571,2250297.4675936014,example_0001,code,64,4096,0.9661386013031006,0.9576318860054016
sink_stress,4096,0.699951171875,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-5.703125,-0.5185546875,2.541015625,0.06618903248362698,2402301.970944766,example_0002,code,64,4096,0.9466814994812012,0.937626838684082
sink_stress,4096,0.699951171875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-9.7890625,-0.8154296875,2.150390625,,,example_0003,code,64,4096,0.9474949836730957,0.9491474032402039
sink_stress,4096,0.699951171875,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-12.65625,-1.150390625,0.476806640625,,,example_0004,code,64,4096,0.9662333130836487,0.9582229256629944
sink_stress,4096,0.699951171875,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-14.5546875,-1.212890625,0.93310546875,,,example_0005,code,64,4096,0.9632462859153748,0.9543511271476746
sink_stress,4096,0.699951171875,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-13.3671875,-1.11328125,0.83837890625,,,example_0006,code,64,4096,0.960027277469635,0.9440948367118835
sink_stress,4096,0.699951171875,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.796875,-0.70849609375,0.513671875,,,example_0007,code,64,4096,0.9512426257133484,0.9457173943519592
sink_stress,4096,0.699951171875,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-8.3984375,-0.763671875,0.97900390625,0.05498036238759761,2169833.011308168,example_0000,code,256,4096,0.955930233001709,0.9268691539764404
sink_stress,4096,0.699951171875,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.2890625,-0.7744140625,0.59619140625,0.05592065309074233,2079724.0439720596,example_0001,code,256,4096,0.9634235501289368,0.9528509974479675
sink_stress,4096,0.699951171875,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-6.66796875,-0.60595703125,1.9375,0.06783614039309699,2315193.245273114,example_0002,code,256,4096,0.9588384628295898,0.9336887001991272
sink_stress,4096,0.699951171875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.4453125,-0.8701171875,2.06640625,,,example_0003,code,256,4096,0.9571453928947449,0.9538004994392395
sink_stress,4096,0.699951171875,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-11.6328125,-1.0576171875,0.927734375,,,example_0004,code,256,4096,0.9547247886657715,0.9590660929679871
sink_stress,4096,0.699951171875,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-14.5703125,-1.21484375,0.767578125,,,example_0005,code,256,4096,0.9656558632850647,0.9487445950508118
sink_stress,4096,0.699951171875,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-11.734375,-0.9775390625,1.94921875,,,example_0006,code,256,4096,0.9533250331878662,0.9405503869056702
sink_stress,4096,0.699951171875,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.31640625,-0.6650390625,0.74658203125,,,example_0007,code,256,4096,0.966545045375824,0.9578188061714172
sink_stress,4096,0.699951171875,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-9.3203125,-0.84765625,0.974609375,0.04986063998608995,2612746.0798444003,example_0000,code,512,4096,0.960968017578125,0.9238853454589844
sink_stress,4096,0.699951171875,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-7.55859375,-0.6298828125,1.5322265625,0.04118385728314362,2180262.7164239977,example_0001,code,512,4096,0.938075065612793,0.94571852684021
sink_stress,4096,0.699951171875,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-6.59765625,-0.60009765625,1.0380859375,0.06650679105180968,2494439.5488367355,example_0002,code,512,4096,0.9546653628349304,0.9224887490272522
sink_stress,4096,0.699951171875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.078125,-0.83984375,0.91064453125,,,example_0003,code,512,4096,0.95200115442276,0.9316835999488831
sink_stress,4096,0.699951171875,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-13.7109375,-1.24609375,0.272705078125,,,example_0004,code,512,4096,0.9642764925956726,0.9500353336334229
sink_stress,4096,0.699951171875,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-14.953125,-1.24609375,0.8408203125,,,example_0005,code,512,4096,0.9641539454460144,0.9454026818275452
sink_stress,4096,0.699951171875,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-13.609375,-1.134765625,1.185546875,,,example_0006,code,512,4096,0.967211902141571,0.9458752274513245
sink_stress,4096,0.699951171875,TEAL-BREEZE-10024,"TEAL-BREEZE-10024""",TEAL-BREEZE-10024,False,True,True,-7.234375,-0.65771484375,1.5068359375,,,example_0007,code,512,4096,0.9606866836547852,0.9594011902809143
sink_stress,4096,0.699951171875,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.3359375,-0.93994140625,0.7431640625,0.05328522489499538,829005.7933743803,example_0000,table,0,4096,,
sink_stress,4096,0.699951171875,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.7421875,-0.81201171875,1.236328125,0.05104691736064033,766214.1127626181,example_0001,table,0,4096,,
sink_stress,4096,0.699951171875,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.44921875,-0.67724609375,1.3271484375,0.06695098439813167,1094570.3719830879,example_0002,table,0,4096,,
sink_stress,4096,0.699951171875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.3125,-0.859375,1.224609375,,,example_0003,table,0,4096,,
sink_stress,4096,0.699951171875,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-14.171875,-1.2880859375,0.426025390625,,,example_0004,table,0,4096,,
sink_stress,4096,0.699951171875,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-14.875,-1.240234375,1.287109375,,,example_0005,table,0,4096,,
sink_stress,4096,0.699951171875,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-13.2109375,-1.1005859375,1.8916015625,,,example_0006,table,0,4096,,
sink_stress,4096,0.699951171875,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.1796875,-0.65283203125,1.5068359375,,,example_0007,table,0,4096,,
sink_stress,4096,0.699951171875,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.65625,-0.96875,0.35888671875,0.05055764004605036,1722095.0810101675,example_0000,table,64,4096,0.9749495983123779,0.9743688702583313
sink_stress,4096,0.699951171875,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-10.125,-0.84375,0.865234375,0.046212813287776426,1240877.4498052932,example_0001,table,64,4096,0.9760057330131531,0.9747171401977539
sink_stress,4096,0.699951171875,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.125,-0.64794921875,1.5146484375,0.05914748023100948,1341424.9591435213,example_0002,table,64,4096,0.9776380062103271,0.9790608286857605
sink_stress,4096,0.699951171875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-10.15625,-0.84619140625,0.77294921875,,,example_0003,table,64,4096,0.9741122126579285,0.972009003162384
sink_stress,4096,0.699951171875,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-13.2421875,-1.2041015625,0.2568359375,,,example_0004,table,64,4096,0.9728246331214905,0.9717340469360352
sink_stress,4096,0.699951171875,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-14.7890625,-1.232421875,0.91357421875,,,example_0005,table,64,4096,0.9827713966369629,0.9859013557434082
sink_stress,4096,0.699951171875,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-12.90625,-1.0751953125,1.828125,,,example_0006,table,64,4096,0.9765884280204773,0.9792086482048035
sink_stress,4096,0.699951171875,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.5546875,-0.68701171875,0.63818359375,,,example_0007,table,64,4096,0.9783567786216736,0.9784469604492188
sink_stress,4096,0.699951171875,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-9.78125,-0.88916015625,0.67578125,0.04476091368012551,1516612.7350144933,example_0000,table,256,4096,0.9697346687316895,0.9752397537231445
